Asset ID,Timestamp,X,Y
A2,2025-05-22 12:10:00,34.0,61.04
A2,2025-05-22 12:15:00,34.0,61.04
A2,2025-05-22 12:20:00,35.92,62.74
A2,2025-05-22 12:25:00,36.78,64.81
A2,2025-05-22 12:30:00,38.24,69.8
A2,2025-05-22 12:35:00,38.13,70.2
A2,2025-05-22 12:40:00,37.2,66.61
A2,2025-05-22 12:45:00,37.2,66.61
A2,2025-05-22 12:50:00,37.2,66.61
A2,2025-05-22 12:55:00,24.08,62.19
A2,2025-05-22 13:00:00,25.23,64.27
A2,2025-05-22 13:05:00,24.93,62.67
A2,2025-05-22 13:10:00,26.86,62.77
A2,2025-05-22 13:15:00,26.86,62.77
A2,2025-05-22 13:20:00,26.06,62.6
A2,2025-05-22 13:25:00,294.93,227.75
A2,2025-05-22 13:30:00,26.06,62.6
A2,2025-05-22 13:35:00,26.49,64.24
A2,2025-05-22 13:40:00,27.5,63.53
A2,2025-05-22 13:45:00,23.23,63.31
A2,2025-05-22 13:50:00,21.49,63.2
A2,2025-05-22 13:55:00,21.78,62.63
A2,2025-05-22 14:00:00,26.13,63.68
A2,2025-05-22 14:05:00,256.96,215.49
A2,2025-05-22 14:10:00,25.9,60.25
A2,2025-05-22 14:15:00,25.9,60.25
A2,2025-05-22 14:20:00,27.23,57.99
A2,2025-05-22 14:25:00,27.66,54.53
A2,2025-05-22 14:30:00,27.66,54.53
A2,2025-05-22 14:35:00,225.8,257.05
A2,2025-05-22 14:40:00,27.66,54.53
A2,2025-05-22 14:45:00,27.66,54.53
A2,2025-05-22 14:50:00,27.66,54.53
A2,2025-05-22 14:55:00,28.5,49.95
A2,2025-05-22 15:00:00,28.57,49.86
A2,2025-05-22 15:05:00,212.16,250.72
A2,2025-05-22 15:10:00,29.72,50.76
A2,2025-05-22 15:15:00,29.95,55.62
A2,2025-05-22 15:20:00,29.95,55.62
A2,2025-05-22 15:25:00,30.98,59.42
A2,2025-05-22 15:30:00,31.12,63.18
A2,2025-05-22 15:35:00,29.44,65.3
A2,2025-05-22 15:40:00,27.74,59.99
A2,2025-05-22 15:45:00,27.74,59.76
A2,2025-05-22 15:50:00,40.38,63.15
A2,2025-05-22 15:55:00,40.38,63.15
A2,2025-05-22 16:00:00,40.38,63.15
A2,2025-05-22 16:05:00,39.33,64.45
A2,2025-05-22 16:10:00,38.96,62.51
A2,2025-05-22 16:15:00,37.62,64.73
A2,2025-05-22 16:20:00,38.59,62.83
A2,2025-05-22 16:25:00,36.13,61.95
A2,2025-05-22 16:30:00,36.88,63.33
A2,2025-05-22 16:35:00,226.85,222.17
A2,2025-05-22 16:40:00,39.43,63.41
A2,2025-05-22 16:45:00,42.35,61.02
A2,2025-05-22 16:50:00,42.35,61.02
A2,2025-05-22 16:55:00,42.51,60.04
A2,2025-05-22 17:00:00,26.51,63.33
A2,2025-05-22 17:05:00,27.87,64.48
A2,2025-05-22 17:10:00,30.64,63.25
A2,2025-05-22 17:15:00,30.64,63.25
A3,2025-05-22 09:00:00,23.22,5.54
A3,2025-05-22 09:05:00,19.2,4.87
A3,2025-05-22 09:10:00,20.35,7.46
A3,2025-05-22 09:15:00,20.35,7.46
A3,2025-05-22 09:20:00,21.76,8.64
A3,2025-05-22 09:25:00,23.56,5.74
A3,2025-05-22 09:30:00,18.85,4.18
A3,2025-05-22 09:35:00,22.22,7.92
A3,2025-05-22 09:40:00,22.22,7.92
A3,2025-05-22 09:45:00,24.03,3.95
A3,2025-05-22 09:50:00,24.99,4.46
A3,2025-05-22 09:55:00,24.99,4.46
A3,2025-05-22 10:00:00,28.71,1.45
A3,2025-05-22 10:05:00,29.3,4.84
A3,2025-05-22 10:10:00,291.71,239.47
A3,2025-05-22 10:15:00,30.25,3.21
A3,2025-05-22 10:20:00,32.32,-0.81
A3,2025-05-22 10:25:00,32.32,-0.81
A3,2025-05-22 10:30:00,273.7,219.14
A3,2025-05-22 10:35:00,32.55,-3.56
A3,2025-05-22 10:40:00,283.92,287.49
A3,2025-05-22 10:45:00,33.15,-5.23
A3,2025-05-22 10:50:00,30.5,-5.93
A3,2025-05-22 10:55:00,32.45,-6.42
A3,2025-05-22 11:00:00,32.45,-6.42
A3,2025-05-22 11:05:00,32.66,-7.49
A3,2025-05-22 11:10:00,29.79,-8.53
A3,2025-05-22 11:15:00,29.79,-8.53
A3,2025-05-22 11:20:00,30.2,-7.84
A3,2025-05-22 11:25:00,31.91,-10.23
A3,2025-05-22 11:30:00,29.27,-8.23
A3,2025-05-22 11:35:00,29.27,-8.23
A3,2025-05-22 11:40:00,30.53,-3.94
A3,2025-05-22 11:45:00,29.88,-3.2
A3,2025-05-22 11:50:00,29.47,-3.83
A3,2025-05-22 11:55:00,29.48,-0.59
A3,2025-05-22 12:00:00,29.48,-0.59
A3,2025-05-22 12:05:00,32.85,-2.11
A3,2025-05-22 12:10:00,30.2,-7.84
A3,2025-05-22 12:15:00,263.4,278.82
A3,2025-05-22 12:20:00,28.96,-9.37
A3,2025-05-22 12:25:00,27.15,-5.89
A3,2025-05-22 12:30:00,238.77,261.74
A3,2025-05-22 12:35:00,27.75,-5.09
A3,2025-05-22 12:40:00,28.86,-2.31
A3,2025-05-22 12:45:00,29.91,-4.76
A3,2025-05-22 12:50:00,26.28,-4.58
A3,2025-05-22 12:55:00,27.21,-4.79
A3,2025-05-22 13:00:00,264.52,211.76
A3,2025-05-22 13:05:00,27.21,-4.79
A3,2025-05-22 13:10:00,32.45,-6.42
A3,2025-05-22 13:15:00,32.72,-8.29
A3,2025-05-22 13:20:00,34.31,-7.56
A3,2025-05-22 13:25:00,33.95,-6.22
A3,2025-05-22 13:30:00,33.71,-7.75
A3,2025-05-22 13:35:00,33.71,-7.75
A3,2025-05-22 13:40:00,34.19,-8.39
A3,2025-05-22 13:45:00,32.68,-9.91
A3,2025-05-22 13:50:00,31.32,-10.18
A3,2025-05-22 13:55:00,31.72,-10.06
A3,2025-05-22 14:00:00,30.68,-8.74
A3,2025-05-22 14:05:00,29.33,-6.3
A3,2025-05-22 14:10:00,30.61,-7.27
A3,2025-05-22 14:15:00,27.75,-9.4
A3,2025-05-22 14:20:00,247.63,231.18
A3,2025-05-22 14:25:00,24.35,-10.62
A3,2025-05-22 14:30:00,25.81,-15.03
A3,2025-05-22 14:35:00,29.17,-15.84
A3,2025-05-22 14:40:00,28.96,-9.37
A3,2025-05-22 14:45:00,28.96,-9.37
A3,2025-05-22 14:50:00,299.55,276.6
A3,2025-05-22 14:55:00,31.46,-9.57
A3,2025-05-22 15:00:00,29.72,-7.32
A3,2025-05-22 15:05:00,30.34,-5.52
A3,2025-05-22 15:10:00,228.1,281.55
A3,2025-05-22 15:15:00,30.34,-5.52
A3,2025-05-22 15:20:00,30.34,-5.52
A3,2025-05-22 15:25:00,32.78,-8.18
A3,2025-05-22 15:30:00,34.17,-11.93
A3,2025-05-22 15:35:00,34.85,-8.41
A3,2025-05-22 15:40:00,36.26,-8.27
A3,2025-05-22 15:45:00,36.84,-9.48
A3,2025-05-22 15:50:00,38.46,-9.21
A3,2025-05-22 15:55:00,38.46,-9.21
A3,2025-05-22 16:00:00,36.6,-10.96
A3,2025-05-22 16:05:00,37.1,-12.76
A3,2025-05-22 16:10:00,38.44,-11.9
A3,2025-05-22 16:15:00,40.28,-13.09
A3,2025-05-22 16:20:00,37.48,-14.27
A3,2025-05-22 16:25:00,36.04,-14.29
A3,2025-05-22 16:30:00,36.03,-11.79
A3,2025-05-22 16:35:00,35.02,-13.6
A3,2025-05-22 16:40:00,282.62,246.81
A3,2025-05-22 16:45:00,34.19,-8.39
A3,2025-05-22 16:50:00,31.86,-8.18
A3,2025-05-22 16:55:00,30.8,-9.53
A3,2025-05-22 17:00:00,29.07,-8.45
A3,2025-05-22 17:05:00,25.35,-9.67
A3,2025-05-22 17:10:00,27.05,-10.63
A3,2025-05-22 17:15:00,29.3,4.84
A4,2025-05-22 09:00:00,15.17,24.42
A4,2025-05-22 09:05:00,15.91,23.06
A4,2025-05-22 09:10:00,12.53,20.73
A4,2025-05-22 09:15:00,9.91,21.04
A4,2025-05-22 09:20:00,9.94,22.23
A4,2025-05-22 09:25:00,6.84,21.48
A4,2025-05-22 09:30:00,6.01,18.19
A4,2025-05-22 09:35:00,15.17,24.42
A4,2025-05-22 09:40:00,18.41,25.39
A4,2025-05-22 09:45:00,15.17,24.42
A4,2025-05-22 09:50:00,15.32,23.27
A4,2025-05-22 09:55:00,12.79,27.11
A4,2025-05-22 10:00:00,17.02,29.76
A4,2025-05-22 10:05:00,16.95,31.36
A4,2025-05-22 10:10:00,15.3,31.62
A4,2025-05-22 10:15:00,14.83,28.68
A4,2025-05-22 10:20:00,249.81,232.7
A4,2025-05-22 10:25:00,6.01,18.19
A4,2025-05-22 10:30:00,4.49,19.58
A4,2025-05-22 10:35:00,5.35,24.67
A4,2025-05-22 10:40:00,10.83,26.31
A4,2025-05-22 10:45:00,9.96,25.08
A4,2025-05-22 10:50:00,8.24,25.56
A4,2025-05-22 10:55:00,8.88,26.92
A4,2025-05-22 11:00:00,8.88,26.92
A4,2025-05-22 11:05:00,8.07,24.7
A4,2025-05-22 11:10:00,5.29,23.93
A4,2025-05-22 11:15:00,5.47,25.08
A4,2025-05-22 11:20:00,3.96,25.54
A4,2025-05-22 11:25:00,1.01,25.0
A4,2025-05-22 11:30:00,-2.1,25.93
A4,2025-05-22 11:35:00,-1.84,24.75
A4,2025-05-22 11:40:00,1.81,24.05
A4,2025-05-22 11:45:00,1.49,25.02
A4,2025-05-22 11:50:00,2.33,29.04
A4,2025-05-22 11:55:00,2.03,33.24
A4,2025-05-22 12:00:00,0.08,33.85
A4,2025-05-22 12:05:00,3.96,25.54
A4,2025-05-22 12:10:00,290.47,221.64
A4,2025-05-22 12:15:00,9.71,25.29
A4,2025-05-22 12:20:00,15.32,23.27
A4,2025-05-22 12:25:00,16.89,25.53
A4,2025-05-22 12:30:00,294.04,285.12
A4,2025-05-22 12:35:00,15.09,25.73
A4,2025-05-22 12:40:00,16.95,29.28
A4,2025-05-22 12:45:00,17.94,26.39
A4,2025-05-22 12:50:00,19.02,24.28
A4,2025-05-22 12:55:00,20.75,23.84
A4,2025-05-22 13:00:00,20.07,23.45
A4,2025-05-22 13:05:00,16.43,27.13
A4,2025-05-22 13:10:00,17.05,26.06
A4,2025-05-22 13:15:00,15.4,28.27
A4,2025-05-22 13:20:00,15.4,28.27
A4,2025-05-22 13:25:00,15.17,24.42
A4,2025-05-22 13:30:00,4.49,19.58
A4,2025-05-22 13:35:00,17.94,26.39
A4,2025-05-22 13:40:00,2.33,29.04
A4,2025-05-22 13:45:00,4.08,24.9
A4,2025-05-22 13:50:00,3.49,26.63
A4,2025-05-22 13:55:00,3.96,25.54
A4,2025-05-22 14:00:00,6.56,23.32
A4,2025-05-22 14:05:00,6.56,23.32
A4,2025-05-22 14:10:00,6.72,21.16
A4,2025-05-22 14:15:00,8.2,22.2
A4,2025-05-22 14:20:00,8.45,22.92
A4,2025-05-22 14:25:00,296.85,252.48
A4,2025-05-22 14:30:00,8.41,19.46
A4,2025-05-22 14:35:00,8.36,17.68
A4,2025-05-22 14:40:00,8.24,25.56
A4,2025-05-22 14:45:00,8.24,25.56
A4,2025-05-22 14:50:00,9.26,25.22
A4,2025-05-22 14:55:00,20.07,23.45
A4,2025-05-22 15:00:00,20.21,21.78
A4,2025-05-22 15:05:00,20.21,21.78
A4,2025-05-22 15:10:00,20.78,19.35
A4,2025-05-22 15:15:00,18.92,17.68
A4,2025-05-22 15:20:00,17.35,19.18
A4,2025-05-22 15:25:00,19.19,19.7
A4,2025-05-22 15:30:00,19.19,19.7
A4,2025-05-22 15:35:00,19.51,19.13
A4,2025-05-22 15:40:00,17.73,20.16
A4,2025-05-22 15:45:00,19.14,22.94
A4,2025-05-22 15:50:00,21.96,23.84
A4,2025-05-22 15:55:00,18.52,21.21
A4,2025-05-22 16:00:00,21.12,21.43
A4,2025-05-22 16:05:00,18.07,18.89
A4,2025-05-22 16:10:00,18.31,20.75
A4,2025-05-22 16:15:00,15.62,19.74
A4,2025-05-22 16:20:00,13.78,22.15
A4,2025-05-22 16:25:00,20.75,23.84
A4,2025-05-22 16:30:00,19.79,27.27
A4,2025-05-22 16:35:00,18.71,24.8
A4,2025-05-22 16:40:00,18.71,24.8
A4,2025-05-22 16:45:00,21.14,23.14
A4,2025-05-22 16:50:00,21.56,26.13
A4,2025-05-22 16:55:00,21.56,26.13
A4,2025-05-22 17:00:00,21.56,26.13
A4,2025-05-22 17:05:00,19.02,24.28
A4,2025-05-22 17:10:00,15.93,23.87
A4,2025-05-22 17:15:00,18.27,23.8
A5,2025-05-22 09:00:00,3.3,12.94
A5,2025-05-22 09:05:00,3.21,13.85
A5,2025-05-22 09:10:00,5.64,14.3
A5,2025-05-22 09:15:00,6.77,11.7
A5,2025-05-22 09:20:00,233.06,296.98
A5,2025-05-22 09:25:00,6.77,11.7
A5,2025-05-22 09:30:00,7.99,14.96
A5,2025-05-22 09:35:00,7.99,14.96
A5,2025-05-22 09:40:00,7.99,14.96
A5,2025-05-22 09:45:00,7.99,14.96
A5,2025-05-22 09:50:00,8.14,13.31
A5,2025-05-22 09:55:00,3.3,12.94
A5,2025-05-22 10:00:00,3.57,12.39
A5,2025-05-22 10:05:00,3.16,14.54
A5,2025-05-22 10:10:00,5.64,14.3
A5,2025-05-22 10:15:00,6.67,15.13
A5,2025-05-22 10:20:00,9.77,11.61
A5,2025-05-22 10:25:00,12.05,11.23
A5,2025-05-22 10:30:00,12.79,9.26
A5,2025-05-22 10:35:00,13.88,9.6
A5,2025-05-22 10:40:00,14.44,10.96
A5,2025-05-22 10:45:00,13.85,11.67
A5,2025-05-22 10:50:00,15.26,12.68
A5,2025-05-22 10:55:00,15.26,12.68
A5,2025-05-22 11:00:00,15.81,11.5
A5,2025-05-22 11:05:00,13.76,15.46
A5,2025-05-22 11:10:00,3.21,13.85
A5,2025-05-22 11:15:00,2.47,11.59
A5,2025-05-22 11:20:00,4.01,10.82
A5,2025-05-22 11:25:00,7.33,8.0
A5,2025-05-22 11:30:00,256.4,294.46
A5,2025-05-22 11:35:00,7.62,6.04
A5,2025-05-22 11:40:00,7.49,3.87
A5,2025-05-22 11:45:00,8.54,-1.02
A5,2025-05-22 11:50:00,7.2,0.38
A5,2025-05-22 11:55:00,227.96,221.82
A5,2025-05-22 12:00:00,7.2,0.38
A5,2025-05-22 12:05:00,9.53,3.79
A5,2025-05-22 12:10:00,9.9,5.09
A5,2025-05-22 12:15:00,13.85,11.67
A5,2025-05-22 12:20:00,13.54,12.28
A5,2025-05-22 12:25:00,15.19,11.31
A5,2025-05-22 12:30:00,15.19,11.31
A5,2025-05-22 12:35:00,15.26,11.03
A5,2025-05-22 12:40:00,17.32,11.31
A5,2025-05-22 12:45:00,18.36,10.55
A5,2025-05-22 12:50:00,20.37,10.39
A5,2025-05-22 12:55:00,18.24,8.82
A5,2025-05-22 13:00:00,16.53,12.84
A5,2025-05-22 13:05:00,16.53,12.84
A5,2025-05-22 13:10:00,7.49,3.87
A5,2025-05-22 13:15:00,3.21,13.85
A5,2025-05-22 13:20:00,13.85,11.67
A5,2025-05-22 13:25:00,273.12,261.8
A5,2025-05-22 13:30:00,13.85,11.67
A5,2025-05-22 13:35:00,14.09,11.85
A5,2025-05-22 13:40:00,13.32,13.75
A5,2025-05-22 13:45:00,13.75,10.96
A5,2025-05-22 13:50:00,12.93,11.9
A5,2025-05-22 13:55:00,14.04,10.63
A5,2025-05-22 14:00:00,15.27,9.74
A5,2025-05-22 14:05:00,11.57,10.35
A5,2025-05-22 14:10:00,8.02,15.02
A5,2025-05-22 14:15:00,5.48,15.55
A5,2025-05-22 14:20:00,2.11,14.56
A5,2025-05-22 14:25:00,3.55,14.83
A5,2025-05-22 14:30:00,18.36,10.55
A5,2025-05-22 14:35:00,18.36,10.55
A5,2025-05-22 14:40:00,16.81,10.62
A5,2025-05-22 14:45:00,17.22,9.45
A5,2025-05-22 14:50:00,18.24,8.82
A5,2025-05-22 14:55:00,17.44,9.84
A5,2025-05-22 15:00:00,16.53,10.03
A5,2025-05-22 15:05:00,16.15,12.95
A5,2025-05-22 15:10:00,16.3,11.86
A5,2025-05-22 15:15:00,16.3,11.86
A5,2025-05-22 15:20:00,17.05,14.97
A5,2025-05-22 15:25:00,210.15,266.62
A5,2025-05-22 15:30:00,17.62,15.77
A5,2025-05-22 15:35:00,20.15,16.46
A5,2025-05-22 15:40:00,19.54,17.6
A5,2025-05-22 15:45:00,20.75,16.88
A5,2025-05-22 15:50:00,18.3,15.6
A5,2025-05-22 15:55:00,18.3,15.6
A5,2025-05-22 16:00:00,17.27,16.95
A5,2025-05-22 16:05:00,13.62,21.55
A5,2025-05-22 16:10:00,13.85,11.67
A5,2025-05-22 16:15:00,12.31,6.98
A5,2025-05-22 16:20:00,2.47,11.59
A5,2025-05-22 16:25:00,1.69,5.7
A5,2025-05-22 16:30:00,17.44,9.84
A5,2025-05-22 16:35:00,17.44,9.84
A5,2025-05-22 16:40:00,7.62,6.04
A5,2025-05-22 16:45:00,5.33,6.84
A5,2025-05-22 16:50:00,20.37,10.39
A5,2025-05-22 16:55:00,20.37,10.39
A5,2025-05-22 17:00:00,20.37,10.39
A5,2025-05-22 17:05:00,19.31,8.1
A5,2025-05-22 17:10:00,18.85,6.28
A5,2025-05-22 17:15:00,20.43,9.11
A6,2025-05-22 09:00:00,75.23,21.99
A6,2025-05-22 09:05:00,76.68,21.3
A6,2025-05-22 09:10:00,78.19,19.07
A6,2025-05-22 09:15:00,78.19,19.07
A6,2025-05-22 09:20:00,75.61,17.89
A6,2025-05-22 09:25:00,76.27,19.11
A6,2025-05-22 09:30:00,74.99,19.21
A6,2025-05-22 09:35:00,74.54,19.01
A6,2025-05-22 09:40:00,76.42,19.95
A6,2025-05-22 09:45:00,73.47,26.05
A6,2025-05-22 09:50:00,73.47,26.05
A6,2025-05-22 09:55:00,72.11,29.77
A6,2025-05-22 10:00:00,74.22,26.19
A6,2025-05-22 10:05:00,76.98,27.05
A6,2025-05-22 10:10:00,73.73,28.7
A6,2025-05-22 10:15:00,73.06,29.83
A6,2025-05-22 10:20:00,72.74,30.5
A6,2025-05-22 10:25:00,72.47,26.37
A6,2025-05-22 10:30:00,289.27,274.23
A6,2025-05-22 10:35:00,71.09,26.54
A6,2025-05-22 10:40:00,72.55,27.6
A6,2025-05-22 10:45:00,74.6,28.84
A6,2025-05-22 10:50:00,265.72,259.02
A6,2025-05-22 10:55:00,70.27,31.55
A6,2025-05-22 11:00:00,72.86,33.29
A6,2025-05-22 11:05:00,72.97,35.18
A6,2025-05-22 11:10:00,72.97,35.18
A6,2025-05-22 11:15:00,73.79,33.95
A6,2025-05-22 11:20:00,72.97,33.66
A6,2025-05-22 11:25:00,71.3,37.97
A6,2025-05-22 11:30:00,72.76,39.34
A6,2025-05-22 11:35:00,72.47,26.37
A6,2025-05-22 11:40:00,70.27,31.55
A6,2025-05-22 11:45:00,69.06,30.3
A6,2025-05-22 11:50:00,70.37,28.48
A6,2025-05-22 11:55:00,71.12,30.43
A6,2025-05-22 12:00:00,69.16,32.55
A6,2025-05-22 12:05:00,70.97,30.56
A6,2025-05-22 12:10:00,74.22,26.19
A6,2025-05-22 12:15:00,70.32,25.79
A6,2025-05-22 12:20:00,70.93,26.86
A6,2025-05-22 12:25:00,70.93,26.86
A6,2025-05-22 12:30:00,71.12,30.43
A6,2025-05-22 12:35:00,71.12,30.43
A6,2025-05-22 12:40:00,71.12,30.43
A6,2025-05-22 12:45:00,72.97,35.18
A6,2025-05-22 12:50:00,72.18,34.7
A6,2025-05-22 12:55:00,70.28,33.93
A6,2025-05-22 13:00:00,71.23,34.67
A6,2025-05-22 13:05:00,71.74,31.64
A6,2025-05-22 13:10:00,73.08,30.57
A6,2025-05-22 13:15:00,74.31,30.3
A6,2025-05-22 13:20:00,74.2,30.3
A6,2025-05-22 13:25:00,74.2,30.3
A6,2025-05-22 13:30:00,70.7,32.89
A6,2025-05-22 13:35:00,72.43,32.84
A6,2025-05-22 13:40:00,70.44,33.39
A6,2025-05-22 13:45:00,65.1,29.11
A6,2025-05-22 13:50:00,65.1,29.11
A6,2025-05-22 13:55:00,65.1,29.11
A6,2025-05-22 14:00:00,65.48,27.82
A6,2025-05-22 14:05:00,65.48,27.82
A6,2025-05-22 14:10:00,71.12,30.43
A6,2025-05-22 14:15:00,69.76,28.35
A6,2025-05-22 14:20:00,70.24,27.75
A6,2025-05-22 14:25:00,72.82,27.58
A6,2025-05-22 14:30:00,70.0,26.86
A6,2025-05-22 14:35:00,254.35,252.83
A6,2025-05-22 14:40:00,73.12,28.4
A6,2025-05-22 14:45:00,73.08,30.57
A6,2025-05-22 14:50:00,72.74,30.5
A6,2025-05-22 14:55:00,237.64,292.44
A6,2025-05-22 15:00:00,72.74,30.5
A6,2025-05-22 15:05:00,71.28,28.32
A6,2025-05-22 15:10:00,72.18,34.7
A6,2025-05-22 15:15:00,71.43,37.61
A6,2025-05-22 15:20:00,72.23,34.44
A6,2025-05-22 15:25:00,70.18,36.07
